work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Research Analyst,Data Science and Research,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,S
2023,Data Engineer,Data Engineering,USD,185000,185000,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,125000,125000,United States,Executive,Full-time,In-person,United States,M
2023,Data Management Analyst,Data Management and Strategy,USD,60000,60000,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Management Analyst,Data Management and Strategy,USD,52000,52000,United States,Entry-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,260000,260000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,100000,100000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Modeler,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Modeler,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,297300,297300,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,198200,198200,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,250,250,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,95000,95000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,324000,324000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,159000,159000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,207700,207700,Canada,Senior,Full-time,In-person,Canada,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,133700,133700,Canada,Senior,Full-time,In-person,Canada,M
2023,Research Analyst,Data Science and Research,USD,71000,71000,United States,Mid-level,Full-time,Remote,United States,M
2023,Research Analyst,Data Science and Research,USD,57000,57000,United States,Mid-level,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,59000,59000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,50000,50000,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,234000,234000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,208000,208000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,187000,187000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,128000,128000,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,202000,202000,United States,Senior,Full-time,Remote,United States,M
2023,BI Analyst,BI and Visualization,USD,147000,147000,United States,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,USD,50000,50000,Czech Republic,Mid-level,Contract,Remote,Canada,L
2023,Data Scientist,Data Science and Research,EUR,60000,64781,Spain,Mid-level,Full-time,Remote,Spain,L
2023,Data Scientist,Data Science and Research,EUR,53000,57223,Netherlands,Entry-level,Full-time,Hybrid,Netherlands,L
2023,Data Science Consultant,Data Science and Research,USD,21000,21000,Pakistan,Mid-level,Freelance,Remote,Luxembourg,S
2023,Data Analyst,Data Analysis,USD,135000,135000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120000,120000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,280000,280000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Science Director,Data Science and Research,USD,212000,212000,United States,Executive,Full-time,In-person,United States,M
2023,Data Science Director,Data Science and Research,USD,190000,190000,United States,Executive,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,GBP,35000,43064,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Business Intelligence Engineer,BI and Visualization,GBP,35000,43064,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,245700,245700,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132300,132300,United States,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,90000,90000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,80000,80000,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,212000,212000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,93300,93300,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212000,212000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,93300,93300,United States,Mid-level,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,276000,276000,United States,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,174000,174000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133000,133000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,58300,58300,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,145640,145640,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,84400,84400,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,195000,195000,United States,Senior,Full-time,Remote,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,190000,190000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Architect,Data Architecture and Modeling,USD,107500,107500,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,98000,98000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,236160,236160,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,159408,159408,United States,Senior,Full-time,Remote,United States,M
2023,Teacher,Data Analysis,USD,115000,115000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,85000,85000,United States,Senior,Full-time,Remote,United States,M
2023,Data Product Manager,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Product Manager,Leadership and Management,USD,120000,120000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,120350,120350,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,74400,74400,United States,Senior,Full-time,Remote,United States,M
2023,Painter,Data Analysis,USD,158494,158494,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,88052,88052,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,181500,181500,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,127000,127000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,300000,300000,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,260000,260000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,258000,258000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,171000,171000,United States,Senior,Full-time,In-person,United States,M
2023,BI Data Analyst,Data Analysis,USD,25000,25000,Ukraine,Entry-level,Full-time,Remote,Netherlands,M
2023,Data Scientist,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,225300,225300,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,197400,197400,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,205500,205500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128500,128500,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,191600,191600,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,125600,125600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,245700,245700,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132300,132300,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130410,130410,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,92000,92000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,183900,183900,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,108800,108800,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,121200,121200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,73100,73100,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,231250,231250,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,111000,111000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,300000,300000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,210500,210500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,105300,105300,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,158400,158400,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,85800,85800,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,305600,305600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,146600,146600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,180400,180400,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,138800,138800,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,258700,258700,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,172500,172500,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,156100,156100,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,100400,100400,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Analyst,Data Analysis,USD,134200,134200,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,103200,103200,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85000,85000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95000,95000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,95400,95400,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,57800,57800,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,110000,110000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,86000,86000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,125000,125000,United States,Executive,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,87500,87500,United States,Executive,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133200,133200,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,84000,84000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,171000,171000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,93000,93000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,216450,216450,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,123750,123750,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,In-person,United States,L
2023,Research Scientist,Data Science and Research,USD,124100,124100,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,205000,205000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,231650,231650,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,189100,189100,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,USD,120000,120000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,156100,156100,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,100400,100400,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Engineer,Data Engineering,USD,266875,266875,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128250,128250,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,158600,158600,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,115300,115300,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,225300,225300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,197400,197400,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,109900,109900,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,61200,61200,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Integration Engineer,Data Engineering,USD,161000,161000,United States,Senior,Full-time,Remote,United States,M
2023,Data Integration Engineer,Data Engineering,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,166000,166000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,73100,73100,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,138510,138510,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,95490,95490,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,232200,232200,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,133300,133300,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,EUR,112800,121788,Lithuania,Senior,Full-time,In-person,Lithuania,M
2023,Machine Learning Engineer,Machine Learning and AI,EUR,73200,79032,Lithuania,Senior,Full-time,In-person,Lithuania,M
2023,Analytics Engineer,Leadership and Management,USD,178250,178250,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,110500,110500,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000,United States,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,104000,104000,Canada,Senior,Full-time,Remote,Canada,M
2023,Business Intelligence Engineer,BI and Visualization,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,79600,79600,United States,Senior,Full-time,In-person,United States,L
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000,230000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,196000,196000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,184000,184000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,123000,123000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,165600,165600,United States,Mid-level,Full-time,In-person,United States,L
2023,Business Intelligence Engineer,BI and Visualization,USD,65800,65800,United States,Mid-level,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,186000,186000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81800,81800,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,135000,135000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,82500,82500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247250,247250,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,169000,169000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,USD,105500,105500,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,195800,195800,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,161900,161900,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,108500,108500,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,78800,78800,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,167500,167500,United States,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,106500,106500,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Manager,BI and Visualization,USD,160000,160000,United States,Mid-level,Full-time,Remote,United States,M
2023,Business Intelligence Manager,BI and Visualization,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,120000,120000,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Analyst,Data Analysis,USD,105000,105000,Canada,Senior,Full-time,In-person,Canada,M
2023,Data Analyst,Data Analysis,USD,110000,110000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,87500,87500,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,60000,60000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,55000,55000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,115000,115000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,225000,225000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,166000,166000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,135000,135000,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000,United States,Executive,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,105000,105000,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,95000,95000,Portugal,Mid-level,Full-time,Remote,Portugal,M
2023,Analytics Engineer,Leadership and Management,USD,289800,289800,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,214200,214200,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,220000,220000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,146000,146000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,206000,206000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,134000,134000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,370000,370000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,200000,200000,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Data Integration Specialist,Data Management and Strategy,USD,240000,240000,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Integration Specialist,Data Management and Strategy,USD,100000,100000,United States,Entry-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Engineer,BI and Visualization,USD,143000,143000,Canada,Senior,Full-time,In-person,Canada,M
2023,Business Intelligence Engineer,BI and Visualization,USD,127000,127000,Canada,Senior,Full-time,In-person,Canada,M
2023,Applied Scientist,Data Science and Research,USD,249300,249300,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,149300,149300,United States,Mid-level,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,136000,136000,United States,Senior,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,190000,190000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,160000,160000,United States,Senior,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,248100,248100,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,145900,145900,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,170200,170200,United States,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,83900,83900,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,100000,100000,United States,Mid-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,75000,75000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,166000,166000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,90000,90000,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,94100,94100,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,247600,247600,United States,Senior,Full-time,In-person,United States,L
2023,Data Scientist,Data Science and Research,USD,127300,127300,United States,Senior,Full-time,In-person,United States,L
2023,Applied Scientist,Data Science and Research,USD,222200,222200,United States,Senior,Full-time,In-person,United States,L
